Ceremony Year	Film	Award	Director	Director Birth Year
2022	Everything Everywhere All at Once	Academy Award for Best Picture	Dan Kwan	1988
2022	Everything Everywhere All at Once	Academy Award for Best Picture	Daniel Scheinert	1987
2022	Everything Everywhere All at Once	Academy Award for Best Writing, Original Screenplay	Dan Kwan	1988
2022	Everything Everywhere All at Once	Academy Award for Best Writing, Original Screenplay	Daniel Scheinert	1987
2022	Fabrice Gianfermi	Academy Award for Best Picture		
2022	Finneas O'Connell	Academy Award for Best Original Song		
2022	Gerd Nefzer	Academy Award for Best Visual Effects		
2022	Greig Fraser	Academy Award for Best Cinematography		
2022	Hans Zimmer	Academy Award for Best Original Score		
2022	Jane Campion	Academy Award for Best Director		
2022	Jared Bush	Academy Award for Best Animated Feature		
2022	Jenny Beavan	Academy Award for Best Costume Design		
2022	Jessica Chastain	Academy Award for Best Actress		
2022	Joe Walker	Academy Award for Best Film Editing		
2022	Joseph Patel	Academy Award for Best Documentary Feature Film		
2022	Justin Raleigh	Academy Award for Best Makeup and Hairstyling		
2022	Kenneth Branagh	Academy Award for Best Writing, Original Screenplay		
2022	King Richard	Academy Award for Best Actor	Reinaldo Marcus Green	1981
2022	Leo Sanchez	Academy Award for Best Animated Short Film		
2022	Linda Dowds	Academy Award for Best Makeup and Hairstyling		
2022	Liv Ullmann	Academy Honorary Award		
2022	Mac Ruth	Academy Award for Best Sound		
2022	Mark A. Mangini	Academy Award for Best Sound		
2022	Michael J. Fox	Jean Hersholt Humanitarian Award		
2022	No Time to Die	Academy Award for Best Original Song		
2022	Patrice Vermette	Academy Award for Best Production Design		
2022	Patrick Wachsberger	Academy Award for Best Picture		
2022	Paul Lambert	Academy Award for Best Visual Effects		
2022	Peter Weir	Academy Honorary Award		
2022	Questlove	Academy Award for Best Documentary Feature Film		
2022	Riz Ahmed	Academy Award for Best Live Action Short Film		
2022	Robert Fyvolent	Academy Award for Best Documentary Feature Film		
2022	Ron Bartlett	Academy Award for Best Sound		
2022	Samuel L. Jackson	Academy Honorary Award		
2022	Siân Héder	Academy Award for Best Writing, Adapted Screenplay		
2022	Stephanie Ingram	Academy Award for Best Makeup and Hairstyling		
2022	Summer of Soul (…Or, When the Revolution Could Not Be Televised)	Academy Award for Best Documentary Feature Film	Questlove	1971
2022	The Eyes of Tammy Faye	Academy Award for Best Actress	Michael Showalter	1970
2022	The Eyes of Tammy Faye	Academy Award for Best Makeup and Hairstyling	Michael Showalter	1970
2022	The Long Goodbye	Academy Award for Best Live Action Short Film	Aneil Karia	1984
2022	The Power of the Dog	Academy Award for Best Director	Jane Campion	1954
2022	The Queen of Basketball	Academy Award for Best Documentary (Short Subject)	Ben Proudfoot	1990
2022	The Windshield Wiper	Academy Award for Best Animated Short Film	Alberto Mielgo	1979
2022	Theo Green	Academy Award for Best Sound		
2022	Tristan Myles	Academy Award for Best Visual Effects		
2022	Troy Kotsur	Academy Award for Best Supporting Actor		
2022	West Side Story	Academy Award for Best Supporting Actress	Steven Spielberg	1946
2022	Will Smith	Academy Award for Best Actor		
2022	Yvett Merino	Academy Award for Best Animated Feature		
2022	Zsuzsanna Sipos	Academy Award for Best Production Design		
2023	Adrien Morot	Academy Award for Best Makeup and Hairstyling		
2023	Al Nelson	Academy Award for Best Sound		
2023	Alexander Bulkley	Academy Award for Best Animated Feature		
2023	All Quiet on the Western Front	Academy Award for Best Cinematography	Edward Berger	1970
2023	All Quiet on the Western Front	Academy Award for Best International Feature Film	Edward Berger	1970
2023	All Quiet on the Western Front	Academy Award for Best Original Score	Edward Berger	1970
2023	All Quiet on the Western Front	Academy Award for Best Production Design	Edward Berger	1970
2023	An Irish Goodbye	Academy Award for Best Live Action Short Film	Tom Berkeley	
2023	An Irish Goodbye	Academy Award for Best Live Action Short Film	Ross White	
2023	Anne Marie Bradley	Academy Award for Best Makeup and Hairstyling		
2023	Avatar: The Way of Water	Academy Award for Best Visual Effects	James Cameron	1954
2023	Black Panther: Wakanda Forever	Academy Award for Best Costume Design	Ryan Coogler	1986
2023	Brendan Fraser	Academy Award for Best Actor		
2023	Chandrabose	Academy Award for Best Original Song		
2023	Charlie Mackesy	Academy Award for Best Animated Short Film		
2023	Chris Burdon	Academy Award for Best Sound		
2023	Christian M. Goldbeck	Academy Award for Best Production Design		
2023	Dan Kwan	Academy Award for Best Director		
2023	Dan Kwan	Academy Award for Best Picture		
2023	Dan Kwan	Academy Award for Best Writing, Original Screenplay		
2023	Daniel Barrett	Academy Award for Best Visual Effects		
2023	Daniel Roher	Academy Award for Best Documentary Feature Film		
2023	Daniel Scheinert	Academy Award for Best Director		
2023	Daniel Scheinert	Academy Award for Best Picture		
2023	Daniel Scheinert	Academy Award for Best Writing, Original Screenplay		
2023	Diane Becker	Academy Award for Best Documentary Feature Film		
2023	Eric Saindon	Academy Award for Best Visual Effects		
2023	Ernestine Hipper	Academy Award for Best Production Design		
2023	Everything Everywhere All at Once	Academy Award for Best Actress	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Actress	Daniel Scheinert	1987
2023	Everything Everywhere All at Once	Academy Award for Best Director	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Director	Daniel Scheinert	1987
2023	Everything Everywhere All at Once	Academy Award for Best Film Editing	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Film Editing	Daniel Scheinert	1987
2023	Everything Everywhere All at Once	Academy Award for Best Picture	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Picture	Daniel Scheinert	1987
2023	Everything Everywhere All at Once	Academy Award for Best Supporting Actor	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Supporting Actor	Daniel Scheinert	1987
2023	Everything Everywhere All at Once	Academy Award for Best Supporting Actress	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Supporting Actress	Daniel Scheinert	1987
2023	Everything Everywhere All at Once	Academy Award for Best Writing, Original Screenplay	Dan Kwan	1988
2023	Everything Everywhere All at Once	Academy Award for Best Writing, Original Screenplay	Daniel Scheinert	1987
2023	Gary Ungar	Academy Award for Best Animated Feature		
2023	Guillermo del Toro	Academy Award for Best Animated Feature		
2023	Guillermo del Toro's Pinocchio	Academy Award for Best Animated Feature	Guillermo del Toro	1964
2023	Guillermo del Toro's Pinocchio	Academy Award for Best Animated Feature	Mark Gustafson	1959
2023	Guneet Monga	Academy Award for Best Documentary (Short Subject)		
2023	Hauschka	Academy Award for Best Original Score		
2023	Howard Preston	Scientific and Engineering Award		
2023	Iain Neil	Gordon E. Sawyer Award		
2023	James Friend	Academy Award for Best Cinematography		
2023	James Mather	Academy Award for Best Sound		
2023	Jamie Lee Curtis	Academy Award for Best Supporting Actress		
2023	Joe Letteri	Academy Award for Best Visual Effects		
2023	John Frazier	Academy Award for Technical Achievement		
2023	Jonathan Wang	Academy Award for Best Picture		
2023	Judy Chin	Academy Award for Best Makeup and Hairstyling		
2023	Kartiki Gonsalves	Academy Award for Best Documentary (Short Subject)		
2023	Ke Huy Quan	Academy Award for Best Supporting Actor		
2023	Leticia Vera	Academy Award for Best Costume Design		
2023	M. M. Keeravani	Academy Award for Best Original Song		
2023	Mark Gustafson	Academy Award for Best Animated Feature		
2023	Mark Taylor	Academy Award for Best Sound		
2023	Mark Weingarten	Academy Award for Best Sound		
2023	Matthew Freud	Academy Award for Best Animated Short Film		
2023	Melanie Miller	Academy Award for Best Documentary Feature Film		
2023	Michelle Yeoh	Academy Award for Best Actress		
2023	Naatu Naatu	Academy Award for Best Original Song		
2023	Navalny	Academy Award for Best Documentary Feature Film	Daniel Roher	1993
2023	Odessa Rae	Academy Award for Best Documentary Feature Film		
2023	Paul Rogers	Academy Award for Best Film Editing		
2023	Q31202708	Academy Award for Best Sound	Joseph Kosinski	1974
2023	Richard Baneham	Academy Award for Best Visual Effects		
2023	Ross White	Academy Award for Best Live Action Short Film		
2023	Ruth E. Carter	Academy Award for Best Costume Design		
2023	Ryan Laney	Academy Award of Commendation		
2023	Sarah Polley	Academy Award for Best Writing, Adapted Screenplay		
2023	Shane Boris	Academy Award for Best Documentary Feature Film		
2023	The Boy, the Mole, the Fox and the Horse	Academy Award for Best Animated Short Film	Charlie Mackesy	1962
2023	The Boy, the Mole, the Fox and the Horse	Academy Award for Best Animated Short Film	Peter Baynton	
2023	The Elephant Whisperers	Academy Award for Best Documentary (Short Subject)	Kartiki Gonsalves	1986
2023	The Whale	Academy Award for Best Actor	Darren Aronofsky	1969
2023	The Whale	Academy Award for Best Makeup and Hairstyling	Darren Aronofsky	1969
2023	Tom Berkeley	Academy Award for Best Live Action Short Film		
2023	Welcome to Chechnya	Academy Award of Commendation	David France	1959
2023	Women Talking	Academy Award for Best Writing, Adapted Screenplay	Sarah Polley	1979
2024	20 Days in Mariupol	Academy Award for Best Documentary Feature Film	Mstyslav Chernov	1985
2024	American Fiction	Academy Award for Best Writing, Adapted Screenplay	Cord Jefferson	1982
2024	Anatomy of a Fall	Academy Award for Best Writing, Original Screenplay	Justine Triet	1978
2024	Angela Bassett	Academy Honorary Award		
2024	Arthur Harari	Academy Award for Best Writing, Original Screenplay		
2024	Ben Proudfoot	Academy Award for Best Documentary (Short Subject)		
2024	Billie Eilish	Academy Award for Best Original Song		
2024	Carol Littleton	Academy Honorary Award		
2024	Charles Roven	Academy Award for Best Picture		
2024	Christopher Nolan	Academy Award for Best Director		
2024	Christopher Nolan	Academy Award for Best Picture		
2024	Cillian Murphy	Academy Award for Best Actor		
2024	Cord Jefferson	Academy Award for Best Writing, Adapted Screenplay		
2024	Da'Vine Joy Randolph	Academy Award for Best Supporting Actress		
2024	Dave Mullins	Academy Award for Best Animated Short Film		
2024	Emma Stone	Academy Award for Best Actress		
2024	Emma Thomas	Academy Award for Best Picture		
2024	Finneas O'Connell	Academy Award for Best Original Song		
2024	Godzilla Minus One	Academy Award for Best Visual Effects	Takashi Yamazaki	1964
2024	Hayao Miyazaki	Academy Award for Best Animated Feature		
2024	Holly Waddington	Academy Award for Best Costume Design		
2024	Hoyte van Hoytema	Academy Award for Best Cinematography		
2024	James Price	Academy Award for Best Production Design		
2024	Jennifer Lame	Academy Award for Best Film Editing		
2024	Johnnie Burn	Academy Award for Best Sound		
2024	Josh Weston	Academy Award for Best Makeup and Hairstyling		
2024	Justine Triet	Academy Award for Best Writing, Original Screenplay		
2024	Ken Museth	Scientific and Engineering Award		
2024	Kiyoko Shibuya	Academy Award for Best Visual Effects		
2024	Kris Bowers	Academy Award for Best Documentary (Short Subject)		
2024	Lucas Miller	Academy Award for Technical Achievement		
2024	Ludwig Göransson	Academy Award for Best Original Score		
2024	Mark Coulier	Academy Award for Best Makeup and Hairstyling		
2024	Masaki Takahashi	Academy Award for Best Visual Effects		
2024	Mel Brooks	Academy Honorary Award		
2024	Michelle Mizner	Academy Award for Best Documentary Feature Film		
2024	Michelle Satter	Jean Hersholt Humanitarian Award		
2024	Mihai Aldén	Scientific and Engineering Award		
2024	Mstyslav Chernov	Academy Award for Best Documentary Feature Film		
2024	Nadia Stacey	Academy Award for Best Makeup and Hairstyling		
2024	Oppenheimer	Academy Award for Best Actor	Christopher Nolan	1970
2024	Oppenheimer	Academy Award for Best Cinematography	Christopher Nolan	1970
2024	Oppenheimer	Academy Award for Best Director	Christopher Nolan	1970
2024	Oppenheimer	Academy Award for Best Film Editing	Christopher Nolan	1970
2024	Oppenheimer	Academy Award for Best Original Score	Christopher Nolan	1970
2024	Oppenheimer	Academy Award for Best Picture	Christopher Nolan	1970
2024	Oppenheimer	Academy Award for Best Supporting Actor	Christopher Nolan	1970
2024	Peter Cucka	Scientific and Engineering Award		
2024	Poor Things	Academy Award for Best Actress	Yorgos Lanthimos	1973
2024	Poor Things	Academy Award for Best Costume Design	Yorgos Lanthimos	1973
2024	Poor Things	Academy Award for Best Makeup and Hairstyling	Yorgos Lanthimos	1973
2024	Poor Things	Academy Award for Best Production Design	Yorgos Lanthimos	1973
2024	Raney Aronson-Rath	Academy Award for Best Documentary Feature Film		
2024	Robert Downey Jr.	Academy Award for Best Supporting Actor		
2024	Shona Heath	Academy Award for Best Production Design		
2024	Steve LaVietes	Academy Award for Technical Achievement		
2024	Steven Rales	Academy Award for Best Live Action Short Film		
2024	Takashi Yamazaki	Academy Award for Best Visual Effects		
2024	Tarn Willers	Academy Award for Best Sound		
2024	Tatsuji Nojima	Academy Award for Best Visual Effects		
2024	The Boy and the Heron	Academy Award for Best Animated Feature	Hayao Miyazaki	1941
2024	The Holdovers	Academy Award for Best Supporting Actress	Alexander Payne	1961
2024	The Last Repair Shop	Academy Award for Best Documentary (Short Subject)	Ben Proudfoot	1990
2024	The Wonderful Story of Henry Sugar	Academy Award for Best Live Action Short Film	Wes Anderson	1969
2024	The Zone of Interest	Academy Award for Best International Feature Film	Jonathan Glazer	1965
2024	The Zone of Interest	Academy Award for Best Sound	Jonathan Glazer	1965
2024	Toshio Suzuki	Academy Award for Best Animated Feature		
2024	War is Over! Inspired by the Music of John and Yoko	Academy Award for Best Animated Short Film	Dave Mullins	1950
2024	Wes Anderson	Academy Award for Best Live Action Short Film		
2024	What Was I Made For?	Academy Award for Best Original Song		
2024	Zsuzsa Mihalek	Academy Award for Best Production Design		
2025	A Real Pain	Academy Award for Best Supporting Actor	Jesse Eisenberg	1983
2025	ARRI TRINITY 2	Scientific and Engineering Award		
